PAGE_NUMBER,MANUFACTURER,YEAR,MODEL,ENGINE,OIL
73,CHRYSLER,2004,300M,V6 215 3.5L F.I. (VIN K),"['M1-204', 'M1-204A']"
73,CHRYSLER,2004,Cirrus,4 cyl. 148 2.4L F.I. Turbo (Mexico),"['M1-209', 'M1-209A']"
73,CHRYSLER,2004,Cirrus,V6 167 2.7L F.I. (Mexico),"['M1-204', 'M1-204A']"
73,CHRYSLER,2004,Concorde,V6 167 2.7L F.I. (VIN R),"['M1-204', 'M1-204A']"
73,CHRYSLER,2004,Concorde,V6 215 3.5L F.I. (VIN M),"['M1-204', 'M1-204A']"
73,CHRYSLER,2004,Concorde,V6 215 3.5L F.I. (VIN G),"['M1-204', 'M1-204A']"
73,CHRYSLER,2004,Crossfire,V6 195 3.2L F.I. (VIN L),"['M1C-253', 'M1C-253A']"
73,CHRYSLER,2004,Intrepid (Canada),V6 167 2.7L F.I. (VIN R),"['M1-204', 'M1-204A']"
73,CHRYSLER,2004,Intrepid (Canada),V6 215 3.5L F.I. (VIN G),"['M1-204', 'M1-204A']"
73,CHRYSLER,2004,Pacifica,V6 215 3.5L F.I. (VIN 4),"['M1-204', 'M1-204A']"
73,CHRYSLER,2004,PT Cruiser,4 cyl. 148 2.4L F.I. Naturally Aspirated,"['M1-102', 'M1-102A']"
73,CHRYSLER,2004,PT Cruiser,4 cyl. 148 2.4L F.I. Turbo,"['M1-209', 'M1-209A']"
73,CHRYSLER,2004,Sebring,4 cyl. 143 2.4L F.I. (VIN G),"['M1-110', 'M1-110A']"
74,CHRYSLER,2004,Sebring,4 cyl. 143 2.4L F.I. (VIN G),"['M1-110', 'M1-110A']"
74,CHRYSLER,2004,Voyager,V6 201 3.3L F.I. (Mexico),"['M1-102', 'M1-102A']"
74,CHRYSLER,2003,300M,V6 215 3.5L F.I. (VIN G),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,300M,V6 215 3.5L F.I. (VIN K),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Cirrus,4 cyl. 148 2.4L F.I. Turbo (Mexico),"['M1-209', 'M1-209A']"
74,CHRYSLER,2003,Cirrus,V6 167 2.7L F.I. (Mexico),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Concorde,V6 167 2.7L F.I. (VIN R),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Concorde,V6 215 3.5L F.I. (VIN G),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Concorde,V6 215 3.5L F.I. (VIN M),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Intrepid (Canada),V6 167 2.7L F.I. (VIN R),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Intrepid (Canada),V6 215 3.5L F.I. (VIN G),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,PT Cruiser,4 cyl. 148 2.4L F.I. Naturally Aspirated,"['M1-102', 'M1-102A']"
74,CHRYSLER,2003,PT Cruiser,4 cyl. 148 2.4L F.I. Turbo,"['M1-209', 'M1-209A']"
74,CHRYSLER,2003,Sebring,4 cyl. 143 2.4L F.I. (VIN G),"['M1-110', 'M1-110A']"
74,CHRYSLER,2003,Sebring,4 cyl. 148 2.4L F.I. (VIN X),"['M1-102', 'M1-102A']"
74,CHRYSLER,2003,Sebring,V6 167 2.7L F.I.,"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Sebring,V6 181 3.0L F.I.,"['M1-104', 'M1-104A']"
74,CHRYSLER,2003,Sebring,V6 201 3.3L F.I. (VIN 3),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Sebring,V6 201 3.3L F.I. (VIN R),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Voyager,4 cyl. 148 2.4L F.I. (VIN B),"['M1-102', 'M1-102A']"
74,CHRYSLER,2003,Voyager,V6 201 3.3L F.I. (VIN R),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Voyager,V6 201 3.3L F.I. (VIN 3),"['M1-204', 'M1-204A']"
74,DODGE,2023,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
74,DODGE,2023,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
74,DODGE,2023,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2023,Challenger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2023,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
74,DODGE,2023,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2023,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2023,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
74,DODGE,2023,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
74,DODGE,2023,Durango,V8 376 6.2L F.I. Supercharged (VIN 9),"['M1-210', 'M1-210A']"
74,DODGE,2022,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
74,DODGE,2022,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
74,DODGE,2022,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2022,Challenger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2022,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
74,DODGE,2022,Charger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
74,DODGE,2022,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2022,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2022,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
74,DODGE,2022,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
74,DODGE,2022,Durango,V8 376 6.2L F.I. Supercharged (VIN 9),"['M1-210', 'M1-210A']"
74,DODGE,2022,Durango,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
74,CHRYSLER,2004,Voyager,V6 201 3.3L F.I. (Mexico),"['M1-102', 'M1-102A']"
74,CHRYSLER,2003,300M,V6 215 3.5L F.I. (VIN G),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,300M,V6 215 3.5L F.I. (VIN K),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Cirrus,4 cyl. 148 2.4L F.I. Turbo (Mexico),"['M1-209', 'M1-209A']"
74,CHRYSLER,2003,Cirrus,V6 167 2.7L F.I. (Mexico),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Concorde,V6 167 2.7L F.I. (VIN R),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Concorde,V6 215 3.5L F.I. (VIN G),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Concorde,V6 215 3.5L F.I. (VIN M),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Intrepid (Canada),V6 167 2.7L F.I. (VIN R),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Intrepid (Canada),V6 215 3.5L F.I. (VIN G),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,PT Cruiser,4 cyl. 148 2.4L F.I. Naturally Aspirated,"['M1-102', 'M1-102A']"
74,CHRYSLER,2003,PT Cruiser,4 cyl. 148 2.4L F.I. Turbo,"['M1-209', 'M1-209A']"
74,CHRYSLER,2003,Sebring,4 cyl. 143 2.4L F.I. (VIN G),"['M1-110', 'M1-110A']"
74,CHRYSLER,2003,Sebring,4 cyl. 148 2.4L F.I. (VIN X),"['M1-102', 'M1-102A']"
74,CHRYSLER,2003,Sebring,V6 167 2.7L F.I.,"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Sebring,V6 181 3.0L F.I.,"['M1-104', 'M1-104A']"
74,CHRYSLER,2003,Sebring,V6 201 3.3L F.I. (VIN 3),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Sebring,V6 201 3.3L F.I. (VIN R),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Voyager,4 cyl. 148 2.4L F.I. (VIN B),"['M1-102', 'M1-102A']"
74,CHRYSLER,2003,Voyager,V6 201 3.3L F.I. (VIN R),"['M1-204', 'M1-204A']"
74,CHRYSLER,2003,Voyager,V6 201 3.3L F.I. (VIN 3),"['M1-204', 'M1-204A']"
74,DODGE,2023,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
74,DODGE,2023,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
74,DODGE,2023,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2023,Challenger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2023,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
74,DODGE,2023,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2023,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2023,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
74,DODGE,2023,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
74,DODGE,2023,Durango,V8 376 6.2L F.I. Supercharged (VIN 9),"['M1-210', 'M1-210A']"
74,DODGE,2022,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
74,DODGE,2022,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
74,DODGE,2022,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2022,Challenger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2022,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
74,DODGE,2022,Charger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
74,DODGE,2022,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2022,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
74,DODGE,2022,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
74,DODGE,2022,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
74,DODGE,2022,Durango,V8 376 6.2L F.I. Supercharged (VIN 9),"['M1-210', 'M1-210A']"
74,DODGE,2022,Durango,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2022,Durango,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2021,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2021,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2021,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2021,Challenger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2021,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2021,Charger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2021,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2021,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2021,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2021,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2021,Durango,V8 376 6.2L F.I. Supercharged,"['M1-210', 'M1-210A']"
75,DODGE,2021,Durango,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2020,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2020,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2020,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2020,Challenger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2020,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2020,Charger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2020,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2020,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2020,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2020,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2020,Durango,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2020,Grand Caravan,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2020,Journey,4 cyl. 144 2.4L F.I. (VIN B),"['M1-113', 'M1-113A']"
75,DODGE,2019,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2019,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2019,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2019,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2019,Charger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2019,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2019,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2019,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2019,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2019,Durango,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2019,Grand Caravan,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2019,Journey,4 cyl. 144 2.4L F.I. (VIN B),"['M1-113', 'M1-113A']"
75,DODGE,2019,Journey,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2018,Attitude,3 cyl. 1.2L F.I. (Mexico),"['M1-110', 'M1-110A']"
75,DODGE,2018,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2018,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2018,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2018,Challenger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2018,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2018,Charger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2018,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2018,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2018,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2018,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2018,Durango,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2018,Grand Caravan,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2018,Journey,4 cyl. 144 2.4L F.I. (VIN B),"['M1-113', 'M1-113A']"
75,DODGE,2018,Journey,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2021,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2021,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2021,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2021,Challenger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2021,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2021,Charger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2021,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2021,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2021,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2021,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2021,Durango,V8 376 6.2L F.I. Supercharged,"['M1-210', 'M1-210A']"
75,DODGE,2021,Durango,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2020,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2020,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2020,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2020,Challenger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2020,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2020,Charger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2020,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2020,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2020,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2020,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2020,Durango,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2020,Grand Caravan,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2020,Journey,4 cyl. 144 2.4L F.I. (VIN B),"['M1-113', 'M1-113A']"
75,DODGE,2019,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2019,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2019,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2019,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2019,Charger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2019,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2019,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2019,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2019,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2019,Durango,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2019,Grand Caravan,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2019,Journey,4 cyl. 144 2.4L F.I. (VIN B),"['M1-113', 'M1-113A']"
75,DODGE,2019,Journey,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2018,Attitude,3 cyl. 1.2L F.I. (Mexico),"['M1-110', 'M1-110A']"
75,DODGE,2018,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2018,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2018,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2018,Challenger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2018,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2018,Charger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2018,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2018,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2018,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2018,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
75,DODGE,2018,Durango,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
75,DODGE,2018,Grand Caravan,V6 220 3.6L F.I. (VIN G),['M1C-456A']
75,DODGE,2018,Journey,4 cyl. 144 2.4L F.I. (VIN B),"['M1-113', 'M1-113A']"
75,DODGE,2018,Journey,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2018,Journey,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2017,Attitude,3 cyl. 1.2L F.I. (Mexico),"['M1-110', 'M1-110A']"
76,DODGE,2017,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2017,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
76,DODGE,2017,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
76,DODGE,2017,Challenger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
76,DODGE,2017,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2017,Charger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
76,DODGE,2017,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
76,DODGE,2017,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
76,DODGE,2017,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2017,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
76,DODGE,2017,Grand Caravan,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2017,Journey,4 cyl. 144 2.4L F.I. (VIN B),"['M1-113', 'M1-113A']"
76,DODGE,2017,Journey,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2017,Viper,V10 515 8.4L F.I. (VIN Z),"['M1-210', 'M1-210A']"
76,DODGE,2016,Attitude,3 cyl. 1.2L F.I. (Mexico),"['M1-110', 'M1-110A']"
76,DODGE,2016,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2016,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
76,DODGE,2016,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
76,DODGE,2016,Challenger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
76,DODGE,2016,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2016,Charger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A', 'M1-210', 'M1-210A']"
76,DODGE,2016,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
76,DODGE,2016,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
76,DODGE,2016,Dart,4 cyl. 122 2.0L F.I. (VIN A),"['M1-113', 'M1-113A']"
76,DODGE,2016,Dart,4 cyl. 144 2.4L F.I. (VIN B),"['M1-113', 'M1-113A']"
76,DODGE,2016,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2016,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
76,DODGE,2016,Grand Caravan,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2016,Journey,4 cyl. 144 2.4L F.I. (VIN B),"['M1-113', 'M1-113A']"
76,DODGE,2016,Journey,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2016,Viper,V10 515 8.4L F.I. (VIN Z),"['M1-210', 'M1-210A']"
76,DODGE,2015,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2015,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
76,DODGE,2015,Challenger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
76,DODGE,2015,Challenger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
76,DODGE,2015,Charger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2015,Charger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
76,DODGE,2015,Charger,V8 376 6.2L F.I. Supercharged (VIN 9) (HEMI),"['M1-210', 'M1-210A']"
76,DODGE,2015,Charger,V8 392 6.4L F.I. (VIN J) (HEMI),"['M1-210', 'M1-210A']"
76,DODGE,2015,Dart,4 cyl. 122 2.0L F.I. (VIN A),"['M1-113', 'M1-113A']"
76,DODGE,2015,Dart,4 cyl. 144 2.4L F.I. (VIN B),"['M1-113', 'M1-113A']"
76,DODGE,2015,Durango,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2015,Durango,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-113', 'M1-113A']"
76,DODGE,2015,Grand Caravan,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2015,Journey,4 cyl. 144 2.4L F.I. (VIN B),"['M1-113', 'M1-113A']"
76,DODGE,2015,Journey,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2015,Viper,V10 515 8.4L F.I. (VIN Z),"['M1-210', 'M1-210A']"
76,DODGE,2014,Avenger,4 cyl. 144 2.4L F.I. (VIN B),"['M1-113', 'M1-113A']"
76,DODGE,2014,Avenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2014,Challenger,V6 220 3.6L F.I. (VIN G),['M1C-456A']
76,DODGE,2014,Challenger,V8 345 5.7L F.I. (VIN T) (HEMI),"['M1-210', 'M1-210A']"
76,DODGE,2017,Attitude,3 cyl. 1.2L F.I. (Mexico),"['M1-110', 'M1-110A']"
